material_name,Frequency
"Silicon Hydride Neutrals (SiH2, SiH3, SiH4)",2
Nanoparticles (Silicon),2
Position Sensor,2
Dye-sensitized solar cell (DSC),2
Fluorescein (Flu),2
Spinel (MgAl2O4),2
Seven identical cascade stages,2
Ag doped CdSe,2
Undoped GaSb Buffer Layer,2
n-GaSb Wafers,2
Active region (GaInAsSb QWs),2
Contact layer,2
Al-composition graded AlN/AlGaN buffer layer,2
Ni/Au (5/5 nm) metal stack,2
Ti/Al/Ti/Au (20/150/50/100 nm) metal stack,2
GaAs (in DBR and active region mesa),2
Al0.2Ga0.8N/GaN DBR pair,2
GaN UL (Si-doped),2
InGaN UL (Si-doped),2
"ZnO Nanocrystals, ITO, MoOx, Ag",2
Nb/Al/AlOx/Al/Nb superconducting tunnel junctions,2
SiO2 Dielectric Mask,2
GaN Nanostripes,2
GaN buffer layer (within the HEMT structure),2
Vanadium (Dopant),2
ITIC-Th (Acceptor),2
ITIC (Reference acceptor),2
PDBT-T1 (Donor),2
CdHgTe QDs,2
composition-graded Al0.5−0.6−0.5GaN QBs,2
Cu (Layer),2
AlN (Alloy),2
Al-Cu (Alloy),2
In₀.₃₉Ga₀.₆₁N (Top),2
In₀.₇₇Ga₀.₂₃N (Middle),2
Germanium (host semiconductor),2
CdS CQDs film (after CTAB treatment),2
β-NaYF4:Er3+ (Upconverter),2
Al₂O₃ / (Al₂O₃ + a-Si),2
p-type GaN Capping Layer,2
Quantum Point Contact (QPC-1),2
Quantum Point Contact (QPC-2),2
Injector Barrier,2
Quasireservoirs (Q-R),2
m-plane GaN substrate layer,2
Al0.50Ga0.50N layer,2
m-plane 4H/6H-SiC substrate,2
Electron Acceptor/Donor Molecule,2
Solar PV Systems,2
AlGaAsSb (upper cladding),2
AlGaAsSb (lower cladding),2
Ti/Au/Sn/Au,2
Low-Temperature GaN (LT-GaN) Nucleation Layer,2
Ti/Al Contact Electrodes,2
Ag8Te4,2
In Droplets,2
GaAs membrane with embedded InAs QDs,2
ZnO Nanocolumns,2
Readout Integrated Circuits (ROIC),2
InGaAs Quad Photodiode + TIA (from System 2),2
"GaAs Buffer Layer, InGaAs Quantum Well, GaAs Capping Layer",2
EGDA,2
Ni Thin Film,2
InAs/In0.23Ga0.77Sb Strained Layer Superlattice (SLS),2
GaSb Substrate and Buffer Layer,2
InP:Zn Substrate,2
n+-In0.53Ga0.47As Layer,2
Cd2+ ions (precursor),2
Bulk-grown n-type GaAs (for electron traps),2
Porous Si(111),2
DPP–hexathiophene,2
DPP–oligothiophene,2
GaAs SAQW,2
2DEG inside GaAs SAQW,2
Al0.08Ga0.92(In)N (Well),2
Unmodified amorphous hydrogenated carbon (AHC),2
Mixed halide perovskite CH3NH3PbI3-xClx,2
"GaAs, AlGaAs, InP, InGaAs",2
Ge1−xCx alloy,2
AOS/QDs Hybrid Phototransistors,2
AOS Signal Amplification Circuit,2
Diamond (host material),2
Single substitutional nitrogen impurity (NS0),2
Defects centered on g=2.0028,2
NIR-TC (HTA-ITO),2
Mg-doped p-type GaN upper cladding layer,2
p-type Porous Silicon (por-Si),2
a-CZTS,2
HgCdTe cap contact layer,2
SiC Nanocrystals (NCs),2
GaP Barriers,2
"Confined Electronic States (e1, hh1)",2
Anti-Reflecting Coating (ARC),2
ARC - SiO2 (First Layer),2
ARC - Si3N4 (Middle Layer),2
ARC - SiO2 (Second Layer),2
Back Reflector - SiO2 Layer,2
Back Reflector - SiOx:H Layer,2
SiOx:H Layer,2
InGaN wells (MQWs),2
GaN barriers (MQWs),2
[Window Region],2
HVZO,2
ZnO HFs,2
"(Cu,Ag)2SnS3 (CATS)",2
AlInAs/InGaAs/InP Quantum Cascade Laser Structure,2
LT-GaN Buffer,2
Ta Metal Mask,2
Shipley AZ1350 Photoresist,2
MgxZn1–xO alloy,2
HCHO,2
Al0.21Ga0.79N barrier,2
Glazed glass,2
Cd0.27Hg0.73Te,2
Cd0.45Hg0.55Te,2
LTG-GaAs Photoconductor,2
Gold-tin alloy back contact,2
Semitransparent gold front electrode,2
GaN (Absorbing Region),2
Diamond Aggregates,2
Ultra-small Diamond Matrix,2
Ultrathin ZnO Seed Layer (Annealed),2
CdSe/CdS Core-Shell Nanocrystal,2
GaN (Initial Template),2
mHEMT Transistors (InAlAs/InGaAs),2
(100) CdTe,2
S4VP (PS-b-P4VP),2
SEO (PS-b-PEO) containing TiO2 sol–gel precursor,2
SEO/TiO2 Layer,2
S4VP Layer,2
BCP 1D Photonic Band Gap (PBG) Structure,2
Standard multi-crystalline silicon solar cells (TSEC TSS62TN),2
LED light source (LUMAN LM-C8T30),2
Wind tunnel air flow,2
β-HgS,2
TiO2 Compact Layer,2
In0.21Ga0.79As (5.5 nm),2
GaAs0.61P0.39 (6.2 nm),2
In0.25Ga0.75As (9.5 nm),2
Laterally Mesoporous n+-GaN,2
InAs Core,2
nc-PSi,2
No Surface Droplets,2
g-LiAlO2 (Substrate),2
Mg-doped InGaN (Seal-coating Layer),2
"Chlorination Layer (GaCl, GaCl3, NCl3)",2
Zn0.91Co0.09O,2
ZnO (intrinsic),2
AlGaN buffer,2
Mg-doped GaN cap,2
Lateral n contact,2
SOI(111) substrate,2
YSZ (111),2
Wide-bandgap Perovskite (Cs0.1(FA0.6MA0.4)0.9Pb(I0.6Br0.4)3),2
CSCNTs coated sapphire,2
C4,2
InP:Fe (100) substrate,2
4 nm InP buffer layer,2
Al2O3/HfO2 gate oxide,2
"Ti/Pd/Au or Ti/Au gate, source, drain electrodes",2
p-AlGaN film,2
Undoped Al0.33Ga0.67As Intrinsic Layer,2
Doped Al0.33Ga0.67As Layer,2
Upper Quantum Dot,2
Lower Quantum Dot,2
Nitrogen-doped Cu₂O,2
Nanocrystalline CVD-diamond (NCD),2
Solvent Blend,2
CdTe-CdS NCs (Core-Shell),2
CdTe-CdS NCs,2
Silicon Nitride (Si3N4) Nano-cones,2
Silicon Nitride (Si3N4) Layer,2
Titanium Oxide (TiO2) Layer,2
AlGaInP/GaAs VECSEL Chip,2
Beta Barium Borate (BBO) Non-linear Crystal,2
ID504,2
a-Si (hydrogenated and/or fluorinated amorphous silicon) alloys,2
Dangling Bond (DB) states,2
Zn(SeTe),2
[Ga1-xMnxSb],2
Cubic In₂O₃,2
Ti-Ni-Au Layer,2
CdTe (Layer in SL / Substrate),2
Self-assembled InAs QDs,2
Slave Laser (SL),2
Master Laser (ML),2
InAs1Sb,2
Octadecyl amine capped CdSe QDs,2
FASnI3 perovskite,2
Honeycomb Structure,2
Cu nanowire core,2
Zn0.94Be0.06Se,2
InAs QD (S2),2
In0.52Al0.48As Window Layers (Top and Bottom),2
In0.53Ga0.47As Contact Layer (Top),2
Superlattice Period (Repeating Unit),2
In0.53Ga0.47As Layer (a) within Superlattice,2
Graded InxAl1-xGa1-yAs0.47 Layer (d) within Superlattice,2
In0.52Al0.48As Layer (b) within Superlattice,2
Superlattice Region (Overall),2
Al0.33Ga0.66N/Al0.66Ga0.33N/AlN/Al0.66Ga0.33N/Al0.33Ga0.66N,2
CuAl(S0.75Se0.25)2,2
SiGe Film,2
Mg0.06Zn0.94O,2
NITI,2
Deep center Z1 (electron trap),2
Deep center Z2 (hole trap),2
"GaAs wafer (Si-doped, n = 5 x 10^17 cm-3, (001) orientation)",2
n+-GaSb,2
Middle SiO2 layer (formed by ISSG oxidation of the bottom SiN layer),2
FTO/cp-TiO2/mp-TiO2,2
β-GeSe,2
GaN (Ga-polar domain),2
GaN (N-polar domain),2
"GaN (Ga-polar domain, remaining after etching)",2
GeV nanodiamond,2
DLSPPW,2
MPS-capped CdS Quantum Dots,2
Poly(N-methylolacrylamide) (PNMA),2
N-methyl-2-pyrrolidone (NMP),2
MAPI (Solution S1: 10 mg/ml MAI in IPA),2
CdS:Ga buffer layer,2
"In,-,Ga,Sb",2
Contact Leads (Cr/Au),2
Electrostatic Actuator (Ta),2
Sacrificial Layer (Al),2
"Under-cantilever Electrode (Implied, substrate layer)",2
Ge Bottom Junction,2
GaAs (lightly p-doped),2
WSi10.4,2
"P1 (Poly[4,4-didodecyl-4H-cyclopenta[2,1-b:3,4-b]dithiophene-2,6-diylethynylene-(2,3-diphenylthieno[3,4-b]pyrazine-5,7-diylethynylene)])",2
"P2 (Poly[4-(pentacosan-13-yl)-4H-dithieno[3,2-b:20,30-d]pyrrole-2,6-diylethynylene-(2,3-diphenylthieno[3,4-b]pyrazine-5,7-diylethynylene)])",2
Si(1 1 1):H,2
Semiconductor (GaAs),2
GSH,2
AlGaN/GaN HEMT structure on Si substrate,2
Rubrene (Rub),2
DBP (Dibenzotetraphenylperiflanthene),2
Device Components (General),2
AT-Cut Quartz Crystal,2
P3HT (General),2
E. coli DH5a,2
Platinum Layer,2
Si (Silicon substrate),2
Si (Protective layer),2
SiNx (Overall Film),2
N-doped MgSe layers (within SL),2
Si-doped Al0.7Ga0.3N template,2
Closed-core threading dislocations,2
GaAs/A1GaAs PQW structure,2
ZnO Electrodeposited Film,2
Etchant Gas (SiCl4),2
Waveguide & Cladding,2
fr-GaN,2
epi-GaN,2
Chromel,2
Pyramidal Structure,2
PEDOT:PSS (Conductive Polymer Layer),2
PCPDTBT:PC70BM (Active Layer),2
Ca/Al (Electrodes),2
ZnSe Growth Layer,2
"LGO (Layer 1 - Absorber Layer, AL)",2
Depletion Region (Layer 3),2
Cl2/BCl3 Plasma,2
"Ni (Mask, patterned)",2
"P(4-(2,5-di(thiophen-2-yl)-1H-pyrrol-1-yl)benzenamine) conducting polymer",2
"ETL, HTL, Electrodes",2
"Amorphous Carbon (a-C:H,Cl)",2
Emission Spectrum Shape,2
CIE 1931 Chromaticity Coordinates,2
P3HT:PC70BM Blend,2
TEOS/O3,2
PECVD TEOS,2
AZO substrate,2
FTR,2
InGaAsP/InP Strained Multi-Quantum Well (S-MQW) Separate Confinement Heterostructure (SCH),2
Buried Heterostructure (BH) Structure,2
ZnS (Passivation),2
Porous Anatase Layer (PS),2
Sol-gel Anatase Layer (SG),2
InGaN Quantum Dots (Uncapped),2
In0.1Ga0.9N Matrix Layer,2
Carbon (C) Dopant,2
Zinc (Zn) Dopant,2
InGaAs/AlGaAs Layers,2
InAs (QD core),2
Ag metal layer,2
Mixed phases of cubic GaN and hexagonal GaN,2
Hexagonal GaN (h-GaN),2
Ti3N4,2
Photochemically grown oxide,2
CdTe₁₋ₓSₓ Solid Solution,2
SiOx (Insulator Layer),2
SiN1.55:H (Insulator Layer),2
PBP·Pb2+ protein,2
Ag ball (tip model),2
Glass platform,2
GaAs laser diode,2
InP laser diode,2
InGaAs FPA sensor,2
a-Se doped with Cl (20 ppm),2
Semi-insulating GaAs (100) wafer,2
Photoresist (Shipley AZ-1375),2
Boron nitride nanosheets,2
Boron nitride,2
Compositionally graded AlxGa1-xN,2
Nigerian 28-bus system,2
Generators,2
NK1 dye,2
NK2 dye,2
Tandem GaInAsP/InGaAs Cell,2
CdSe insertion,2
Carbonaceous Contamination,2
"Mesa Structure, Side-wall, Passivation Film",2
unu-GaN (Undoped-n-GaN-Undoped),2
Reference GaN,2
Gr-TiO2 Nanocomposite,2
p-diamond BB,2
AlGaAs-GaAs GRIN SCH SQW Laser Structure,2
GaInAsP (Quantum Wells),2
GaInAsP (Barrier Layers),2
GaInAsP (SCH Layers),2
PbTiO3-Bi(Ni1/2Ti1/2)O3 solid solution,2
In0:62Ga0:38N (N-type),2
V-doped WSe2,2
SP-CdS buffer layer,2
CBD-CdS buffer layer,2
AlGaAs (Barriers),2
p-type electrode (Cr),2
n-type electrode (Au),2
InGaN/GaN Dot-in-a-Wire Heterostructure Nanowires,2
Inverse Nanopyramid (INP) texture,2
Random Pyramid (RP) texture,2
Zr(NDI) MOF,2
TiO2 nanoparticle connection layer,2
TiO2 nanotube (NT) array,2
Cu2S film,2
CsFAMA: (FA0.6MA0.4)0.9Cs0.1Pb(I0.6Br0.4)3,2
InGaAsP Multiple Quantum Wells (MQWs),2
n-type HgCdTe crystal (x ≈ 0.196),2
Optical Mask (Au(1500Å)/Ti(500Å)),2
Lead Tin Selenide (PbSnSe),2
Eu1-xO (parasitic phase),2
Carbon Foam (CF),2
AlN(0001) buffer layer,2
a(6H)-SiC(0001) substrate,2
QW laser structure,2
QD laser structure with three InGaAs QD layers,2
QD laser structure with fivefold QD stack,2
Monodisperse Silica Spheres,2
Two CE AlGaAs-GaAs HBTs,2
Output Matching Circuit (3-section band-pass filter),2
Input Matching Circuit,2
ZB InxGa1-xN/GaN heterostructure,2
Al0.26Ga0.74N/GaN HEMT wafer,2
Schottky Metal Gate,2
Tungsten Needle Electrode,2
Pyrex Glass Vessel,2
1T/2H MoSe2,2
CdS spray,2
Trans (CH)x (Doped with H2SO4(6M)),2
ctDNA,2
PI substrate,2
Reactor,2
Mn atoms,2
AlAs Layer (Confinement),2
AlAs Layer (Bottom),2
ZnSe/ZnTe Short Period Superlattices (ZnSeIZnTe SLs),2
Al0.2Ga0.8N (Barrier Layer),2
P3HT:TFBF Blend,2
"CdS, i-ZnO, n-ZnO, SLG",2
i-ZnO Interface Layer,2
a-Si:H Top Cell Absorber Layer,2
PTzBI-Si,2
Gallium Phosphide (GaP) wafer,2
CMOS Read-Out Integrated Circuit (ROIC),2
Mullite (Film),2
Top-Loading Insert,2
p-type Ge Substrate,2
Amorphous AlN,2
InP n-Contact Layer,2
BG (Brilliant Green),2
Si Epi-layer (Interface),2
SiGe Graded Buffer,2
Relaxed Si0.4Ge0.6 Layer,2
SiGe/Relaxed Si0.4Ge0.6 Layers,2
Contact Layers (SiGe/Si structure with contact layers),2
GeSe absorber layer,2
ITO transparent electrode,2
Si doped GaN layer,2
InGaN/GaN multi quantum wells (MQWs),2
p-type Al0.1Ga0.9N EBL,2
Mg doped GaN layer,2
TiO2 nanostructure,2
"GaN (n-type, native)",2
Gallium Nitride (GaN) coalescence layer,2
Dye-sensitized nc-TiO2 inverse opal,2
Dye-sensitized nc-TiO2 film,2
Gain Structure (S–K QDs on GaAs),2
Si Substrate (p-type (100)),2
Biotin Layer,2
SA Layer,2
Iron-doped Lithium Niobate (Fe:LiNbO3),2
Input Signal Light,2
Ridge waveguides,2
Stack Roughness,2
PbS CQDs (Absorber),2
PbS CQDs (HTL),2
In15Sb15Se70,2
a-SiOxCyH,2
Polyurethane with acrylic groups (EB8405),2
Neopentyl glycol diacrylate (A-NPG),2
Base Resin Mixture (EB8405/A-NPG),2
Mica surfaces,2
Polymer P5,2
SO4^2- (Sulfate),2
In0.12Ga0.88N QWs,2
GaAs-AlGaAs Multiple-Quantum-Well Structure,2
"Qubit-Resonator Coupling (λth qubit, lth resonator)",2
"Driving Field (λth qubit, lth component)",2
Si nanocone array,2
ZnO single-crystal substrate,2
Ag-Nanowires,2
Molybdenum trioxide (MoO3),2
CZTS:Cr,2
Al 0.3Ga 0.7As,2
Nonequilibrium carriers,2
Alumina substrate,2
ITIC-Th (Non-Fullerene Acceptor),2
P(fTh-2DBDT)-C6 (Donor Polymer),2
MP-TiO2,2
Conducting Glass (ITO/SnO2),2
Gold-doped silicon,2
Alumina substrate (εr = 10.1),2
Multijunction Solar Cell (n cells),2
Shallow Donor (D1),2
Shallow Donor (D2),2
Shallow Donor (D3),2
MMIC IF Amplifier (WBA7 or WBA7T),2
MMIC LO Amplifier (70LN3),2
Gold-plated Brass Block,2
"TiO2, ZnO",2
n-doped GaN:Si,2
p-doped GaN:Mg,2
n-p+-Si,2
"ZnS (cubic sphalerite 3C, hexagonal wurtzite 2H)",2
Porous Carbon Coating,2
TiC Coating,2
Undoped InGaAsP active layer,2
Ga+ Focused Ion Beam,2
Pþ-poly-Si rear contact thin film,2
ITO transparent front electrode,2
Al back electrode,2
LSMO (Absorber Layer),2
GeO2 Interfacial Layer,2
ZrO2 Dielectric Layer,2
AlGaN Cap-layer,2
Thiol-Capped CdTe Quantum Dots,2
Diamond (homoepitaxial film),2
Ga₃In₁₋ₓP,2
ESSs,2
WT,2
BESS,2
WST,2
"Sn-S phases (SnS, SnS2, Sn2S3)",2
"GaN layers (undoped, Si-doped, Mg-doped)",2
n-GaAs (Buffer Layer),2
n-Al0.34Ga0.66As,2
n-GaAs (Active Layer),2
polymer,2
Solid-state HTM,2
Solar Photovoltaic Flat panel modules,2
Zirconium–Aluminum–Oxide (Zr–Al–O),2
Nd:YAG Laser Source,2
Graphene/GaN Interface,2
Resonator Output Coupler (OC),2
Saturable Bragg Reflector (SBR),2
C60-ICBA,2
InGaN/AlGaN,2
aM-CMS Resist,2
Al0.37In0.63N,2
InSb Interface (IF),2
Undoped Diamond Film (Middle Layer),2
Boron-doped Diamond Layer (Upper Layer),2
Si (100) Substrate (Bottom Layer),2
TiO2-P25 nanoparticles,2
Ordered Opal Matrix (OM),2
a-Si1−xCx (amorphous silicon carbide),2
2-DEG in Ga0.47In0.53As Channel,2
CF Skeleton,2
Aluminum-oxynitride layer,2
Al(0.8)Ga(0.2)As,2
Al0.3Ga0.7As layer (etch stop),2
Regrown GaAs layer,2
Cu2-xSe nanoparticles,2
Cu2BaSnS4−xSex (x = 3),2
CsI coating,2
GaN Quantum Barriers (dbar),2
Al0.06Ga0.94N:Si cladding layer,2
GaN:Si waveguiding layer,2
InGaN:Si waveguiding layer,2
Ba(OH)2 Layer,2
Ga+ Ions (Implanted),2
Gold Nanodisk Dimer,2
GaAs/InAlGaAs quantum-well semiconductor material,2
PCE10:COTIC-4F blend,2
Gain Medium,2
CdTe nanocrystals (NCs),2
α-Ge,2
n-type Ge Layer,2
Ga0.5In0.5P Nucleation Layer,2
Ga0.5In0.5P Window Layer,2
n+-GaAs Contact Layer,2
n-type Metal Contact,2
p-type Metal Contact,2
GaInAsN,2
Photovoltaic panels (14 panels),2
Solar thermal collectors (12 collectors),2
Zn0.98Mn0.02O,2
Hg1-xCdxTe (MCT) with x=0.38,2
TiO2 Thin Film (TF),2
ZnO:Er Film,2
AlGaN/GaN Epitaxial Layer on Silicon,2
Ohmic Metal Stack (Ti/Al/Ni/Au),2
Alo.3Ga0.7As,2
Nematic Liquid Crystal (E7) core,2
PDMS cladding,2
GaAs0.948Bi0.052 (Well Layer),2
CZTGS nanocrystals (x=0.3),2
Graded AlxGa1-xN (x: 1–0) buffer,2
g-SiC2,2
GC,2
ZnO/GC,2
CuO/GC,2
In0.2Ga0.671Al0.119As/Al0.3Ga0.7As quantum well,2
PbBi2Se4,2
P. reticulatus fruit extract (dye sensitizer),2
P. icosandra fruit extract (dye sensitizer),2
TiO2–MnO2,2
Cap (Au),2
Electrode (Au),2
LEO grown GaN:Si,2
LED Active Region (MQW),2
PBDTfDTBT,2
Human iPSC Cardiomyocytes (iCell Cardiomyocytes2),2
HfNx,2
SiH2Cl2,2
c-oriented GaN/AlGaN template on sapphire,2
(As2S3)0.3(As2Se3)0.7 glass,2
"GaAs lattice, As antisites (AsGa), As interstitials (Asi), Ga vacancies (VGa), Defect complexes (e.g., AsGa-VGa)",2
AIGaAs,2
Si-implanted n+ channel,2
AZO (Al-doped ZnO) thin film,2
"PEDOT:PSS (Poly(3,4-ethylene dioxythiophene):(polystyrene sulfonic acid))",2
AlGaAs (x=0.65) Current Blocking Layer,2
AlGaAs (x=0.48) Cladding Layers,2
Double Quantum Well (DQW) Active Layer,2
Al2O3 layer (Etch stop),2
Sacrificial Polymer (Shipley SPR220-7),2
"Al, Pd",2
In0.08Ga0.92N Waveguide (80 nm),2
InGaN Multiple-Quantum-Well (MQW) Active Region,2
In0.08Ga0.92N Waveguide (40 nm),2
In0.01Al0.14Ga0.85N:Mg Electron Blocking Layer (20 nm),2
p-GaN Cladding Layer (500 nm),2
In0.01Ga0.99N:Mg (60 nm),2
In0.1Ga0.9N:Mg (5 nm),2
TGA (Capping Agent),2
"ZnS:Cu,Al Film",2
Nb film,2
Pd cap layer,2
SCIL Stamp,2
AMONIL Resist,2
Alternating n-type Si-doped and p-type Be-doped impurity sheets in GaAs,2
pHEMT,2
2D Perovskite (n-BAI derived),2
Ti/Al Ohmic contact,2
i-Ge1-ySny (Active Layer),2
InP-based SPAD structure (InP/InGaAsP materials system),2
ZnO-InN-InN,2
n-Ga₀.₉₆Al₀.₀₄Sb (Te-compensated),2
Azo 2,2
Gold (Au) Nanopillar Array,2
Pt Top Contact,2
TiO2 paste (P25),2
IGZO film,2
"Precursor species (In, P)",2
"GaN (Substrate, Porous Layer)",2
Air Pores,2
InGaAs/GaAs Quantum Dot (QD) Active Region,2
Chromium Grating,2
Ag2S@ZnS,2
InAs/A1Sb,2
Te@Se,2
1-D Photonic Crystal (PC) grating tooth,2
PMAA Macromonomer Ligand,2
PMAA-b-PBA Block Copolymer Ligand,2
InGaN/GaN Multiple Quantum Wells (MQWs) within GaN Pillar,2
Undoped GaN Capping layer,2
Primary cardiac myocytes,2
Quinoxaline (Accepting Unit),2
ITO (Electrodes),2
Electrolyte (1M Na₂SO₃),2
Tin Oxide (Sn3O4),2
Surface Space Charge Layer (SCL),2
Chemisorbed Oxygen,2
InGaN LED Lamps,2
Undoped InGaP,2
CdO Nanowires,2
AlGaAs DH Laser Structure,2
Silicon planar doping,2
Al2O3 (Oxide Host),2
HfO2 (Oxide Host),2
InP/InGaAsP/InP heterostructure,2
"SiSiC derived from chopped carbon fibers, coated with CVD carbon.",2
Boron-doped Nanocrystalline Diamond (B-NCD),2
Deep State (related to N composition fluctuation),2
"NIRvana Camera (e.g., 640)",2
Single Crystalline n-type Czochralski (CZ) Si,2
CuS/PbS,2
N-doped Carbon,2
Si planar d-doping layers,2
Al (from TMA),2
AlxGa1-xN (x > 0.3) intrinsic or lightly doped active layer,2
Palladium (Pd) electrodes,2
Ag NPs in PMMA film,2
Intrinsic Ge,2
Threading dislocations,2
Low temperature oxide (LTO),2
Crystalline silicon,2
Very High Temperature Nonporous High-Alumina Ceramic,2
InAs/GaAs SAQDs,2
Surface Acoustic Wave (SAW),2
Piezoelectric Semiconductor,2
SAW,2
Electrodes (p and n),2
Source/Drain Electrodes (Ti/Au),2
Deep level defects (presumably Ga vacancies),2
PFO-DFQ1,2
Module glass,2
Cell surface (textured),2
Cell rear contact (Al/Si eutectic),2
"Scattering particles (dielectric, out-of-phase electric and magnetic dipoles)",2
P1:PCBM blend (1:5 by weight),2
i-In₀.₆GaN,2
Sapphire or SiC,2
AlN insulating layer,2
Al0.26Ga0.74N barrier layer,2
AlN (underlayer/buffer),2
Aluminum Alloy A6,2
Alumosilicate Hollow Ceramic Microspheres (from fly ash),2
Alumosilicate Hollow Ceramic Microspheres with Pyrolytic Chromium Coating,2
Aluminum Alloy AK12ch,2
Si–O–Si,2
In35Ga65As quantum wells,2
GOx (glucose oxidase),2
Gallium droplet,2
Ca (Dopant),2
Ag Strips,2
MZO (Magnesium-doped Zinc Oxide),2
Contact layer (Be doped),2
100-period undoped InAs/GaSb superlattice,2
50-period Te doped superlattice,2
InAs:Te layer (Te doped),2
In30Ga70N,2
In18Ga82N,2
In23Ga77N,2
In15Ga85N,2
"Hg, I, Se, C, N, O",2
Metal Cap,2
AlxGa1-xAs Cap,2
GaAs intermediate layer,2
Potassium Iodide (KI),2
PC₇₁BM (Fullerene acceptor),2
0.8-nm AlN spacer,2
Ohmic contact ring (Ti/Al/Ni/Au stack),2
Circular Schottky contact (Ni/Au bi-layer),2
CdS-NP,2
p+ poly-Si,2
a-Si:H / SiNx:H stack,2
Cu (deposited),2
CZTS NCs,2
GaAsP barriers,2
Heterointerface barriers,2
Si1−x−yGexCy,2
Si (Donor),2
APTES layer,2
E63 nematic liquid crystal,2
NOA65 UV-curable photopolymer,2
"1,2-diaminoethane (DAE)",2
InGaN Layers,2
Electron waveguide (Y-branch),2
Side gates (2DEG regions),2
Silicon submount,2
"4,7-Bis(5-bromothiophen-2-yl)-1,3,2-benzothiadiazole (BTD)",2
SiC Ceramic Grains,2
"TiO2, Ag",2
Mg0.04Zn0.96O,2
R-Al2O3,2
Identical structure to P,2
Background,2
"Si-doped n-type AlGaN layer, Mg-doped p-type AlGaN layer, Mg-doped GaN contact layer",2
Pd-Ag,2
Si-doped GaN n-cladding Layer,2
Mg-doped Al0.15Ga0.85N p-cladding Layer,2
Ni/Au Upper Contact,2
Ti/Al/Ti/Au Lower Contact,2
WO₃–x,2
Poly(1a),2
InAs0.87Sb0.13,2
CuSbS2 (chalcostibite),2
GaN p-i-n diode,2
InAs0.91Sb0.09 (Contact Layer - CL),2
IC-C6IDT-IC (Acceptor),2
CuS3(ZnS)1-b3 nanocomposite,2
AlGaAs-based VCSEL,2
n-type Ga0.47Al0.18In0.52As,2
Ga0.47In0.53As (Wide Well - WW),2
Compact ZnO buffer layer,2
MQW p-i-n waveguide,2
Y-branch waveguides,2
PEGDA monomer,2
n-InP multiplication layer,2
[H5O2+],2
In0.88Ga0.12P0.74As0.26,2
Final Tl-2212 film (after thalliation),2
Ag-doped Cu2O,2
C6H8,2
Oxidized InGaAs QW VCSEL structure,2
PDI-2DTT,2
GaSb (Active Layer),2
Red Phosphor (SrCa)AlSiN3:Eu,2
"g-C3N4 (nanosheets, CNNs)",2
S = 1 Spins,2
AlN Double-Barrier,2
n-GaN Matrix/Buffer/Cap,2
i-GaN Spacers,2
GaN-on-Sapphire Template,2
Al0.18Ga0.82N Active Layer,2
Undoped GaN (Template/Substrate),2
N719 Ruthenium Bipyridyl Dye,2
In0.15Ga0.85N QW,2
"GaN epitaxial structure (n-GaN, active layer, p-GaN)",2
ZnO:Al (Front Contact Layer),2
a-Si:H PIN Structure,2
Al0.8Ga0.2AsxSb1-x cladding layer (randomly grown),2
m-GaN (Template),2
dcb ligand,2
SCN– ligand,2
WB Schottky Contact,2
W2B5 Schottky Contact,2
Graphene Nanosheets (GNS),2
BTZ-Pi,2
InGaN/GaN quantum dots within GaN nanowires,2
In0.08Ga0.92N template,2
Al0.15Ga0.85N(30 nm)/GaN(200 nm)/semi-insulating GaN(2.5 lm) template,2
Heavily doped GaN layer (n = 10^19 cm⁻³),2
Implanted and activated Si dopants,2
Al0.28Ga0.72N(20 nm)/semi-insulating GaN(1.3 lm) template,2
Al₃Ga₁₃As Barriers,2
AlGaAs Cladding Layers (SPSL),2
AlGaAs Cladding Layers (Ternary),2
Eigenstates of the Hamiltonian |ϕn〉,2
Zn(Te0.77Se0.23),2
InGaAs/InAsSb SL,2
Polycrystalline CVD ZnS,2
ZnSe (Active Layer),2
Au/Cr (Contacts),2
SixNy (Passivation Layer),2
ZnO:Al Film,2
Nitric Oxide (NO),2
Nitrous Oxide (N2O),2
Cordierite foams,2
Cordierite honeycomb,2
In<sub>0.52</sub>Al<sub>0.48</sub>As,2
Ge/Au/Ni/Ti/Au,2
Thermally degraded surface layer,2
Bulk GaAs sample,2
Undoped GaAs epilayer,2
AlGaAs (Graded Barrier),2
Dielectric Spacer (MgO),2
(0001) Al2O3 Substrate,2
MOVPE-GaN (Underlying),2
n-GaAs (window layer),2
n+GaAs (substrate),2
a-Si:H thin film,2
Nanoporous ZnO,2
p+ a-Si:H (Front),2
n+ a-Si:H (Rear),2
n-c-Si (Wafer),2
p-type Si absorber,2
n-type Si emitter,2
p-CuAlO2 thin film,2
Anodized 6H-SiC,2
C70 Powder (Source Material),2
Antimony Salt,2
Lithium TFSI,2
p-Gr (p-type graphene),2
Polymer Z3,2
Polymer Z4,2
"GaN epilayer (as-grown, undoped)",2
"Defects (e.g., VN, VGa, Gai)",2
Mn-related centers (Type II),2
Micro-hole Array,2
M-barrier,2
SiH2Cl2 (Dichlorosilane),2
Zn1-xMnxTe,2
[InP substrate],2
GSH (Glutathione),2
Parylene substrate,2
MoOx Top Electrode,2
AlGaN Graded Layer,2
n-GaN Confinement Layer,2
GaAs/Al0.35Ga0.65As Heterostructure,2
AlxGa1-xN/6H-SiC(0001) substrate,2
