Main Term,Count
"Pixel Structure",1
"Absence of Luminescence Quenching",1
"Incorporation concentration",1
"Strain relief mechanism",1
"Etch rate with GaAs",1
"Nonradiative recombination",1
"Diffraction profile near peak",1
"MQW Emission Intensity",1
"Exposure Time",1
"Differential series resistance",1
"Optical micrograph",1
"EQE enhancement",1
"XRD Phases",1
"XRD Peak Width",1
"Time-Resolved Photoluminescence",1
"1 dB Compression Point",1
"Sensitivity enhancement factor",1
"Ga doping concentration",1
"Manganese content",1
"Defect Size",1
"Column Diameter",1
"Wavefunction Localization",1
"Reﬂectance spectrum",1
"Thermal Velocity",1
"Noise Margin",1
"Well material composition",1
"Presence of Inclusions",1
"Enthalpy of Mixing",1
"Site Energy",1
"XRD Rocking Curve Width Variation",1
"Recombination rate constant",1
"Photo-generated Current",1
"THz Pulse Amplitude",1
"Capping layer",1
"Defect Level Position",1
"Haze Parameter",1
"Operating bias",1
"Impulse Response FWHM",1
"Substrate miscut",1
"Cool Down Time",1
"Amorphous Volume Fraction",1
"SiO2 etch rate",1
"Conduction Band position",1
"HOMO/LUMO energies",1
"Base Dimension",1
"Light conductivity",1
"Island Size Distribution",1
"Layer distance",1
"Stacking Fault Energy",1
"Rise Time",2
"Parasitic Inductance",1
"Thermal Shock Resistance",1
"Emitter size",1
"Serial resistance",1
"Device lifetime",1
"g value",1
"Dead layer thickness",1
"Photoluminescence maximum",1
"Nitrogen doping concentration",1
"Raman peak width",1
"2θ Peak Position",1
"Cavity diameter",1
"CL Peak Intensity",1
"Effective Surface Area",1
"Internal optical losses",1
"Intrinsic Defects",1
"Surface band gap",1
"Crack-free status",1
"Active diameter",1
"Estimated concentration",1
"Grating Profile",1
"Transition",1
"pH-sensitivity",1
"Growth Type",1
"Transit frequency",1
"System description",1
"Current Level",1
"Sampling rate",1
"Channel resistance",1
"Grating order",1
"I-V linearity",1
"Level Spacing",1
"Magnetic Field Dependence",1
"Layers",1
"Energetic driving force",1
"Number of Layer Pairs",1
"Oxygen species",1
"Operating Range",1
"Pattern Geometry",1
"Pulse response",1
"Peak Broadening in XRD",1
"Flux Ratio",1
"Diffusion constant",1
"Current Conduction Mechanism",1
"Ridge Length",1
"Kinetics",1
"Die Size",1
"Cooling method",1
"Residual Hydrogen Concentration",1
"Relative Error",1
"Output resistance",1
"Parasitic Absorption",1
"Number of Monolayers per Period",1
"Longitudinal Resistivity",1
"PL Peak Assignment",1
"Lattice disorder",1
"Insulator Capacitance",1
"Total Current",1
"Electronic Band Gap",1
"Photoluminescence maxima",1
"Cap Layer Material",1
"Overall Cell Structure",1
"Stacking configuration",1
"Maximum Capacitance",1
"Electrical performance",1
"Eff",1
"Total Charge",1
"Crystal perfection",1
"Schematic View",1
"Reconstruction type",1
"Low temperature photoluminescence spectrum",1
"Cladding Layer Doping Concentration",1
"Capacitance transient",1
"Mesa Bottom Width",1
"First Excited State Emission Energy",1
"Temperature Coefficient of Lasing Wavelength",1
"Crystal Quality and Interface Quality",1
"Pulsed Lasing Threshold Current",1
"THz Detection Capability",1
"In 3d5/2 Binding Energy",1
"PL Excitation Spectra",1
"Field-Effect Electron Mobility",1
"O1s peak position",1
"Hall Effect Conductivity",1
"Metal-Insulator Transition",1
"Surface Ga-to-N ratio",1
"Perovskite Structure",1
"QD Concentration",1
"Presence of V-defects",1
"Presence of single-phase Cu2O",1
"Depletion Layer",1
"Electron donor",1
"Ga 2p3/2 Binding Energy",1
"Drain Current",1
"Interfacial oxide",1
"Growth Anisotropy",1
"InGaN Layer Morphology",1
"Nanostructure Morphology",1
"Full Width at Half-Maximum of NBE Emission",1
"Photocurrent under UV illumination",1
"Resonance Shift",1
"Lasing Threshold Pump Power",1
"Lattice Defects",1
"Solar Cell Fill Factor",1
"Taper length",1
"Adsorption on TiO2",1
"Cu Oxidation State",1
"Adhesion layer",1
"Nanotube diameter",1
"Phonon Band Gap",1
"S 2p Peak",1
"Electron acceptor",1
"Absorption spectrum shift",1
"Internal Piezoelectric Field",1
"Oxide layer",1
"Pore Shape",1
"Bandwidth limit",1
"Layer periodicity",1
"Interface phase",1
"Presence of ZnS Phase",1
"Fermi level at surface",1
"Surface Step Structure",1
"Electron states",1
"On-chip Loss",1
"Uniform coverage",1
"Damage Depth",1
"Hall density",1
"Coalescence morphology",1
"Operating Voltage Range",1
"Lattice vibration mode",1
"Nucleation Rate",1
"Structural configuration",1
"Subthreshold Leakage Drain Current",1
"High-frequency dielectric constant",1
"Excitonic peak position",1
"Donor",1
"Light Emitting Area",1
"Coherent Length",1
"PEC degradation rate",1
"PL peak position vs. Temperature",1
"Thickness per cycle",1
"Lattice Dielectric Constant",1
"Displacement",1
"Surface Oxide Desorption Temperature",1
"Secondary structure",1
"Domain Morphology",1
"Oxide Formation",1
"Optical indices",1
"μe/μh Ratio",1
"Raman D-band position",1
"Optical Confinement",1
"Photovoltage Signal",1
"Change in Drain-Source Current",1
"ZnS shell thickness",1
"Growth efficiency",1
"Ferromagnetic Transition Temperature",1
"Growth Occurrence",1
"Luminescent Efficiency",1
"Wavelength Selectivity",1
"Spectral Selectivity",1
"Contact Geometry",1
"Erbium Concentration",1
"Presence of contaminants",1
"Mean NETD",1
"FT-IR Peak",1
"1/f Noise Spectral Density",1
"Bonding Energy",1
"Partial Magnetic Moment",1
"Photochemical Stability",1
"Electrical Power",1
"Capture cross section at infinite temperature",1
"Irradiance",1
"Maximum Brightness",1
"Pull-in voltage",1
"2DEG location",1
"Ferromagnetic ordering",1
"Fe Content",1
"Carbon Fraction",1
"Number of finger pairs",1
"Light Source",1
"Lattice Dilation",1
"HRXRD FWHM",1
"Mineralization",1
"Optical emission spectrum",1
"EL Full Width at Half Maximum",1
"Effective density in valence band",1
"Carrier Concentration in 2DEG",1
"X-ray Diffraction Linewidth",2
"Lasing",1
"Insulator thickness",1
"Formation Energy",1
"Type Conversion",1
"Surface mobility",1
"Magnetic Response",1
"Lamellar Stacking Distance",1
"Surface Sensitivity",1
"Diffusion potential",1
"Fano Factor",1
"Bulk morphology",1
"Mean Grain Diameter",1
"Electron conductivity",1
"Mechanical Stress",1
"Diode characteristics",1
"Trap State",1
"PL Emission Bandwidth",1
"DC Resistance",1
"Interband Emission Energy",1
"Bose-Einstein Parameter",1
"Germanium content",1
"Driving force",1
"PL Properties",1
"Implied VOC",1
"Atomic Radius",1
"O:Ti Atomic Ratio",1
"Temperature Dependence of Normalized Photocurrent",1
"C 1s bonding",1
"GaN Band Edge Emission",1
"Aharonov–Bohm oscillations",1
"Excitonic absorption on reflectivity",1
"Fabry–Perot Resonance Wavelength",1
"Grating Coupling Coefficient",1
"Confinement Layer Thickness",1
"Silicon-Oxygen bonds presence",1
"Band-gap",1
"Ratio of Total Current to Dark Current",1
"Minority Carrier Recombination Lifetime",1
"A1 phonon mode FWHM",1
"Single Transverse Mode Operation",1
"Lasing Temperature Range",1
"Laser Pulse Duration",1
"Space-charge Limited Current",1
"Near-band-edge Photoluminescence Peak Energy",1
"Linewidth of PL Spectrum",1
"Space Charge Layer Thickness",1
"Absorption Saturation",1
"Illuminated current-voltage characteristics",1
"Hole g-factor",1
"Fe-S bond length",1
"Adsorbed Oxygen",1
"Photoanode Morphology",1
"Al-N bond length",1
"Photovoltage at open circuit",1
"Interface recombination rate",1
"THz radiation amplitude",1
"Fixed Positive Charge Density",1
"Al-O Bonding",1
"Atomic Magnetic Moment",1
"In-plane lattice orientation",1
"Emitter Doping",1
"Number of Top DBR Pairs",1
"Open-Circuit Voltage Decay",1
"Optical cavity formation",1
"Zn–O stretching vibration",1
"Intersubband Transition",1
"Photoluminescence NBE/DLE Intensity Ratio",1
"Fluorescence Decay Time Constant",1
"Density of majority carriers",1
"LO Phonon Mode Position",1
"Optical Output Power per Facet",1
"Thermal emission rate",1
"Hydrostatic pressure",1
"Ridge structure",1
"Interface rms roughness",1
"Crystalline Structure & Orientation",1
"Uncompensated shallow donor concentration",1
"Lasing emission",1
"Lateral Diameter",1
"Relative Emission Intensity Ratio",1
"Working Electrode Morphology",1
"Low-Frequency Electric Noise",1
"XRD Preferred Orientation",1
"Cap Layer Doping",1
"Interelectrode Spacing",1
"Second-order autocorrelation function",1
"Phosphorescence Emission",1
"Energy Storage",1
"Presence of Dangling Bonds",1
"NBE Emission Peak Wavelength",1
"Peak Positions",1
"Optical Emission Peak Assignment",1
"Crystallinity )",1
"Sensitivity to Humidity",1
"Switching Energy",1
"Domain Orientation",1
"Effective potential",1
"Donor–Acceptor Distance",1
"Hydrogen Dilution Ratio",1
"Phosphorus Doping Level",1
"Mg Diffusion Coefficient",1
"Phonon group velocity",1
"Layer Thickness",1
"Pattern Width",1
"Room Temperature Photoluminescence",1
"Change in absorption",1
"Capture Cross Section for Holes",1
"Ground-State Binding Energy",1
"C-V Dispersion",1
"Cd:Te Ratio",1
"Peak Frequency",1
"Polarization-Electric Field Hysteresis Loop",1
"Size Uniformity",1
"Nanocrystalline nature",1
"Deep Level Peak",1
"Single-phase",1
"Nonlinear gain coefficient",1
"Graphitic carbon content",1
"Chirp parameter",1
"Carrier Capture Time",1
"Band Edge Energy",1
"O 1s peak intensity",1
"Quantum wells",1
"FWHM of EL Spectrum",1
"Peak modal gain",1
"Strain energy",1
"Ground State Wave Function",1
"Interfacial Dipole",1
"Width at Top",1
"Lattice Deformation",1
"Layer Formation",1
"Film Orientation",1
"Open-circuit Photopotential",1
"Circuit Schematic",1
"Valence electrons",1
"Steady-State Temperature",1
"Operational Lifetime",1
"Mirror Loss",1
"Critical Bending Radius",1
"Sample preparation method",1
"Static Mean Polarizability",1
"Singlet Oxygen Production",1
"Excitonic effects",1
"Sublayer Thickness",1
"Raman Full Width at Half Maximum",1
"Weighted Reflectance",1
"Photoelectrocatalytic Removal Efficiency",1
"Barrier Energy Height",1
"Raman Signal Enhancement",1
"Absorption Cutoff",1
"Electron velocity",1
"CB effective density of states",1
"Emitter Width",1
"2-DEG mobility",1
"Peak Photon Energy",1
"Presence of Pits",1
"Emission quantum yield",1
"Power rating",1
"Quantum efficiency-mobility-lifetime product",1
"Energy Gap",3
"Output Capacitance",1
"Calculated Mobility",1
"Film Colour",1
"Electrical Activation Energy",1
"Background doping type",1
"Valence Band Maximum Binding Energy",1
"Photocatalytic rate constant",1
"Purcell enhancement factor",1
"Hole-Injection Barrier",1
"Heterojunction Interface",1
"Net Positive Charge Density",1
"C-H bond density",1
"Optical Cross-section",1
"Spring constant",1
"Contact spacing",1
"Mean length",1
"Coherence",1
"Half-life",1
"Lattice contraction",1
"Coupling Ratio",1
"Not specific properties extracted",1
"Presence of OH groups",1
"Cohesive Energy per atom",1
"Geometric Capacitance",1
"Weight Ratio in Blend",1
"Dislocation recombination strength",1
"Pseudo-Fill Factor",1
"Resonance Angle",1
"Absorption Ratio",1
"Optical Transmittance in Visible Region",1
"Transmittance spectra",1
"Doping Method",1
"UV Sensing Performance",1
"Gas Sensitivity to H2",1
"Presence of Metallic In",1
"Facet Types",1
"Potential difference",1
"Pattern Definition",1
"Vacuum Level Shift",1
"Circuit Topology",1
"Effective Temperature",1
"Reduced Modulus",1
"Attenuation constant",1
"Thermodynamic Parameter",1
"As Content",1
"Formaldehyde Response",1
"Overall film structure",1
"Morphology Change",1
"Joint Density of States",1
"Al/Ga ratio",1
"Axial Growth Rate",1
"Vertical Leakage Current",1
"Coulomb Blockade Oscillations",1
"Bond type",1
"Carrier Cooling Rate",1
"Formation process",1
"Surface electronic structure",1
"Mixing ratio",1
"Power conversion eﬃciency",1
"Luminous Flux",1
"Analysis Method",1
"Behavior",1
"U-value",1
"Conclusion",1
"Free Carrier Loss",1
"Ag Content",1
"Bader Charge Transfer",1
"Total area",1
"Interfacial Contact",1
"Compensation Level",1
"Cyclic Stability",1
"P-layer doping concentration",1
"Temperature Dependence of Luminescence",1
"Phase matching conditions",1
"Reverse Saturation Current",1
"Deep-level PL emission energy",1
"Surface band-bending",1
"Polarization Rotation",1
"Morphology of CdS",1
"Linear Response Range for H2O2 Detection",1
"Annealing Rate",1
"Operation Wavelength",1
"Donor–acceptor pair transitions",1
"Donor-Neutral Acceptor Recombination Peak Energy",1
"GaAs-like LO Phonon Frequency",1
"Stability under Humidity",1
"Interdot Tunnel-Coupling",1
"Full Width at Half Maximum of XRD Reflection",1
"Deep Acceptor Energy Level",1
"Photocurrent bandgap",1
"Photoluminescence band edge emission intensity",1
"Transient Photocurrent Time Constant",1
"PL decay transients",1
"Atomic Ratio",2
"FWHM of diffraction peak",2
"Photocurrent Activation Energy",1
"CL Saturation Intensity",1
"NW Diameter",1
"Plasmonic Effect",1
"Schottky Diode Reverse Breakdown Voltage",1
"Interferometer Structure",1
"FWHM of X-ray Diffraction ω-rocking curve",1
"Energy Shift of PL Peak",1
"Spectrally resolved photoconductivity",1
"Exciton Resonance",1
"Total optical power",1
"Epilayer-Substrate Lattice Mismatch",1
"Exciton Dissociation and Charge Collection",1
"In-plane Anisotropy",1
"Electrode Thickness",1
"OFF-State Capacitance",1
"Presence of Si Nanocrystals",1
"Signal-to-Background Ratio",1
"Film stability",1
"Gap Morphology",1
"Recovery in Real Sample",1
"Surface Feature Height",1
"Absorbance at 564 nm",1
"Stimulated Emission Decay",1
"Interplanar Spacing for plane",1
"Wafer Temperature",1
"V/III Flux Ratio",1
"Grain Boundary Recombination Velocity",1
"Average Pit Depth",1
"Number/thickness of graphene layers",1
"Hole Radius / Lattice Constant Ratio",1
"Crater Morphology",1
"NW Morphology",1
"Oxidation State of Mo",1
"Average Si NC size",1
"Optical Sensitive Area",1
"Composition and Purity",1
"Role in Luminescence",1
"Doping concentration",1
"Presence of states in the band gap",1
"Dark-to-Light Conductivity Ratio",1
"Infrared transmission spectrum",1
"Crystal Nature",1
"Intraband Absorption Peak Energy",1
"Channel Length",1
"Relative Photocurrent Change",1
"Parameters for additional recombination level 1",1
"Quantum well strain",1
"Dopant Activation",1
"Visible light response",1
"Crystallographic Facets",1
"Peak Amplitude",1
"Photocatalytic Overall Water Splitting",1
"Optical Limiting",1
"Presence of amorphous silicon phases",1
"Influence on Band Gap via SOC",1
"Centre-to-centre distance",1
"Surface Plasmon Resonance Peak Energy",1
"Average d-spacing",1
"Phase Separation and Morphology",1
"Hole Impact Ionization Coefficient",1
"Dominant defects",1
"Valence Band Barrier Height",1
"Emission Pattern",1
"Spin lifetime",1
"Temperature Dependence of Slope Efficiency",1
"Cost of Electricity",1
"Measurement setup",1
"Tip Width",1
"Nanohole diameter",1
"Field Confinement",1
"Energy-Loss Function Peak",1
"Voltage Hysteresis",1
"Ga 2p core level shift",1
"Photothermal conversion efficiency",1
"Photocurrent Growth Time Constant",1
"Deep level PL intensity",1
"Type-II Band-Alignment",1
"UV emission FWHM",1
"Etching Pit Density",1
"PL Spectral Shape",1
"Minimum Reflectance",1
"Surface Cracking",1
"Interface grading",1
"Fringe Spacing",1
"Blocking voltage",1
"Junction Quality",1
"Dopant Incorporation",1
"Electron-Capture Coefficient",1
"Inlet Flow Velocity",1
"Charge Concentration",1
"Sp2 Content",1
"2DEG depth",1
"Thickness Nonuniformity",1
"RHEED Specular-Beam Intensity",1
"Distance between contacts",1
"Selectivity to SiO2",1
"Surface Diffusion Length",1
"Isolation breakdown voltage",1
"Operating Frequency Band",1
"Side-view morphology",1
"Absorption Spectrum Shift",1
"Crystal defects",1
"Device layout",1
"Saturation Magnetization",1
"IR Spectroscopy",1
"PL Peak Linewidth",1
"Dark Current Uniformity",1
"Emission Transition",1
"Buffer Layer Type",1
"Scattering Cross-section",1
"Grating Height",1
"Presence of Zn",1
"Al distribution",1
"Copper concentration",1
"Grating duty cycle",1
"Active Layer Width",1
"Mass Fraction",1
"Optimal pH",1
"VB effective density of states",1
"Current Change",1
"VOC Loss",1
"Chlorine concentration",1
"N-H Bond Concentration",1
"Conduction Power Losses",1
"Effective Excess Carrier Lifetime",1
"Raman Scattering Peak",1
"UV Absorption Edge",1
"Cap layer",1
"Nucleation Island Density",1
"Pattern Height",1
"Stability and Reproducibility",1
"Temporal resolution",1
"Operating current density",1
"Al depth profile",1
"Spurious-Free Dynamic Range",1
"Deposition Cycles",1
"Negative Differential Conductance",1
"Scribe Width",1
"k•p Parameter",1
"Photocurrent behavior",1
"Peak Position Energy",1
"In-plane Biaxial Stress",1
"N/C Ratio",1
"Laser Type",1
"Emission current",1
"PCE retention",1
"Collector Thickness",1
"Responsivity Ratio",1
"Electronic Configuration",1
"Minimum Detectable Power",1
"Raman Signature",1
"NPA Charge",1
"Capacity retention",1
"Total N Content",1
